"ARPU_BANDS","ARPU","3"
"101-200",128,25120
"101-200",129,28074
"101-200",130,38326
"101-200",152,18930
"101-200",153,19774
"101-200",161,20336
"101-200",165,18958
"101-200",166,17800
"101-200",176,16512
"101-200",181,17434
"101-200",182,16670
"101-200",193,15292
"101-200",197,17980
"11-20",13,67078
"11-20",17,66234
"201-500",203,15344
"201-500",207,15608
"201-500",222,12960
"201-500",227,14202
"201-500",231,12610
"201-500",234,14868
"201-500",235,14466
"201-500",269,16390
"201-500",294,10136
"201-500",301,9166
"201-500",309,9876
"201-500",312,8286
"201-500",366,6428
"201-500",372,6204
"201-500",390,8490
"201-500",398,6042
"201-500",399,7844
"201-500",401,5854
"201-500",407,5522
"201-500",443,4796
"201-500",457,4398
"201-500",458,4512
"201-500",462,4592
"201-500",475,4530
"201-500",499,5274
"21-50",24,52236
"21-50",32,44108
"21-50",36,51856
"21-50",41,38632
"500-1000",505,4938
"500-1000",524,3810
"500-1000",528,3532
"500-1000",533,3376
"500-1000",546,3290
"500-1000",550,5596
"500-1000",574,3154
"500-1000",587,2866
"500-1000",608,2790
"500-1000",609,2954
"500-1000",613,2546
"500-1000",626,2650
"500-1000",634,2902
"500-1000",647,2474
"500-1000",651,2404
"500-1000",677,2238
"500-1000",694,2532
"500-1000",698,2266
"500-1000",711,2046
"500-1000",724,2242
"500-1000",733,1928
"500-1000",741,1762
"500-1000",758,1744
"500-1000",769,1986
"500-1000",773,1732
"500-1000",790,2054
"500-1000",807,1448
"500-1000",831,1358
"500-1000",853,1410
"500-1000",857,1322
"500-1000",866,1290
"1001-5000",2389,58
"1001-5000",2405,72
"1001-5000",2408,66
"1001-5000",2416,64
"1001-5000",2428,58
"1001-5000",2480,70
"1001-5000",2486,44
"1001-5000",2492,68
"1001-5000",2494,70
"1001-5000",2503,52
"1001-5000",2513,54
"1001-5000",2528,44
"1001-5000",2531,48
"1001-5000",2541,32
"1001-5000",2598,44
"1001-5000",2604,58
"1001-5000",2609,38
"1001-5000",2610,56
"1001-5000",2618,40
"1001-5000",2626,26
"1001-5000",2639,42
"1001-5000",2650,44
"1001-5000",2658,38
"1001-5000",2671,46
"1001-5000",2685,38
"1001-5000",2704,42
"1001-5000",2708,32
"1001-5000",2710,54
"1001-5000",2729,30
"1001-5000",2735,36
"1001-5000",2738,26
"1001-5000",2785,42
"1001-5000",2790,32
"1001-5000",2792,48
"1001-5000",2807,32
"1001-5000",2810,38
"1001-5000",2817,40
"1001-5000",2820,56
"1001-5000",2850,44
"1001-5000",2851,20
"1001-5000",2864,18
"1001-5000",2871,34
"1001-5000",2880,14
"1001-5000",2883,34
"1001-5000",2894,26
"1001-5000",2919,38
"1001-5000",2956,26
"1001-5000",2968,24
"1001-5000",2974,36
"1001-5000",2975,18
"1001-5000",2977,18
"1001-5000",2981,34
"1001-5000",3011,22
"1001-5000",3015,42
"1001-5000",3028,24
"1001-5000",3033,26
"1001-5000",3047,18
"1001-5000",3054,20
"1001-5000",3057,14
"1001-5000",3065,20
"1001-5000",3068,12
"1001-5000",3070,28
"1001-5000",3072,22
"1001-5000",3086,24
"1001-5000",3096,12
"1001-5000",3110,22
"1001-5000",3114,24
"1001-5000",3119,24
"1001-5000",3121,12
"1001-5000",3122,16
"1001-5000",3123,18
"1001-5000",3130,24
"1001-5000",3138,20
"1001-5000",3158,18
"1001-5000",3183,20
"1001-5000",3197,8
"1001-5000",3242,14
"1001-5000",3292,12
"1001-5000",3295,16
"1001-5000",3304,8
"1001-5000",3314,14
"1001-5000",3338,10
"1001-5000",3366,6
"1001-5000",3377,10
"1001-5000",3394,12
"1001-5000",3408,8
"1001-5000",3414,2
"1001-5000",3426,8
"1001-5000",3506,6
"1001-5000",3520,6
"1001-5000",3522,10
"1001-5000",3547,6
"1001-5000",3573,10
"1001-5000",3631,10
"1001-5000",3663,18
"1001-5000",3664,2
"1001-5000",3682,8
"1001-5000",3684,16
"1001-5000",3701,2
"1001-5000",3703,18
"1001-5000",3709,2
"1001-5000",3759,4
"1001-5000",3762,10
"1001-5000",3769,10
"1001-5000",3776,6
"1001-5000",3789,10
"1001-5000",3840,6
"1001-5000",3851,6
"1001-5000",3862,4
"1001-5000",3878,6
"1001-5000",3889,10
"1001-5000",3891,4
"1001-5000",3894,4
"1001-5000",3906,2
"1001-5000",3919,6
"1001-5000",3926,10
"1001-5000",3929,2
"1001-5000",3932,2
"1001-5000",3965,6
"1001-5000",4007,4
"1001-5000",4018,6
"1001-5000",4020,18
"1001-5000",4032,6
"1001-5000",4060,6
"1001-5000",4105,8
"1001-5000",4126,2
"1001-5000",3850,2
"1001-5000",3854,10
"1001-5000",3887,2
"1001-5000",3917,4
"1001-5000",3945,6
"1001-5000",3951,2
"1001-5000",3962,8
"1001-5000",3966,6
"1001-5000",4010,10
"1001-5000",4024,8
"1001-5000",4025,4
"1001-5000",4031,10
"1001-5000",4034,6
"1001-5000",4072,6
"1001-5000",4102,4
"1001-5000",4113,4
"1001-5000",4115,8
"1001-5000",4117,2
"1001-5000",4122,6
"1001-5000",4129,2
"1001-5000",4133,2
"1001-5000",4161,2
"1001-5000",4177,4
"1001-5000",4190,6
"1001-5000",4206,6
"1001-5000",4225,2
"1001-5000",4231,4
"1001-5000",4234,4
"1001-5000",4264,12
"1001-5000",4267,2
"1001-5000",4279,2
"1001-5000",4296,2
"1001-5000",4303,2
"1001-5000",4361,2
"1001-5000",4364,6
"1001-5000",4371,2
"1001-5000",4382,2
"1001-5000",4389,2
"1001-5000",4394,4
"1001-5000",4440,6
"1001-5000",4459,4
"1001-5000",4499,2
"1001-5000",4509,2
"1001-5000",4523,2
"1001-5000",4573,4
"1001-5000",4585,4
"1001-5000",4619,4
"1001-5000",4651,4
"1001-5000",4657,4
"1001-5000",4658,2
"1001-5000",4663,2
"1001-5000",4688,2
"1001-5000",4695,2
"1001-5000",4700,2
"1001-5000",4708,2
"1001-5000",4738,4
"1001-5000",4785,4
"1001-5000",4831,2
"1001-5000",4834,4
"1001-5000",4853,4
"1001-5000",4870,4
"1001-5000",4901,4
"101-200",109,35538
"101-200",118,27226
"101-200",136,22000
"101-200",142,19864
"101-200",143,23740
"101-200",145,23652
"101-200",151,18742
"101-200",171,16994
"101-200",173,17214
"101-200",174,17720
"101-200",199,22190
"201-500",211,14050
"201-500",246,12104
"201-500",267,10652
"201-500",280,14940
"201-500",290,13778
"201-500",296,8852
"201-500",297,9624
"201-500",317,8384
"201-500",335,8734
"201-500",336,7212
"201-500",342,7320
"201-500",355,7494
"201-500",362,6760
"201-500",368,6702
"201-500",371,6036
"201-500",383,5862
"201-500",385,6942
"201-500",409,6554
"201-500",432,4786
"201-500",435,5538
"201-500",449,7166
"201-500",471,4078
"21-50",27,68142
"21-50",31,39540
"21-50",35,45396
"21-50",42,40470
"500-1000",517,3484
"500-1000",540,6006
"500-1000",565,3564
"500-1000",580,4058
"500-1000",584,3928
"500-1000",588,3038
"500-1000",603,2766
"500-1000",610,3670
"500-1000",622,2464
"500-1000",637,2520
"500-1000",659,2606
"500-1000",678,2292
"500-1000",693,2240
"500-1000",697,2122
"500-1000",708,1910
"500-1000",727,1842
"500-1000",742,1740
"500-1000",749,2050
"500-1000",753,1882
"500-1000",761,1662
"500-1000",770,2330
"500-1000",782,1648
"500-1000",797,1584
"500-1000",800,2662
"500-1000",811,1602
"500-1000",815,1898
"500-1000",822,1496
"500-1000",837,1370
"500-1000",841,1344
"500-1000",848,1408
"1001-5000",2583,40
"1001-5000",2590,62
"1001-5000",2599,68
"1001-5000",2621,32
"1001-5000",2625,54
"1001-5000",2628,50
"1001-5000",2636,44
"1001-5000",2641,30
"1001-5000",2683,46
"1001-5000",2687,24
"1001-5000",2688,30
"1001-5000",2697,24
"1001-5000",2717,52
"1001-5000",2731,38
"1001-5000",2733,38
"1001-5000",2758,42
"1001-5000",2781,30
"1001-5000",2786,30
"1001-5000",2793,44
"1001-5000",2803,26
"1001-5000",2823,32
"1001-5000",2831,30
"1001-5000",2834,28
"1001-5000",2843,20
"1001-5000",2844,36
"1001-5000",2852,28
"1001-5000",2873,38
"1001-5000",2879,22
"1001-5000",2885,32
"1001-5000",2886,18
"1001-5000",2889,32
"1001-5000",2909,32
"1001-5000",2950,14
"1001-5000",2963,26
"1001-5000",2979,20
"1001-5000",3002,30
"1001-5000",3034,32
"1001-5000",3038,30
"1001-5000",3043,24
"1001-5000",3044,16
"1001-5000",3084,24
"1001-5000",3089,30
"1001-5000",3111,22
"1001-5000",3116,10
"1001-5000",3117,16
"1001-5000",3125,18
"1001-5000",3134,22
"1001-5000",3166,20
"1001-5000",3179,18
"1001-5000",3181,18
"1001-5000",3188,24
"1001-5000",3195,18
"1001-5000",3205,16
"1001-5000",3210,12
"1001-5000",3218,16
"1001-5000",3221,16
"1001-5000",3227,22
"1001-5000",3228,14
"1001-5000",3245,14
"1001-5000",3246,12
"1001-5000",3272,6
"1001-5000",3279,12
"1001-5000",3288,12
"1001-5000",3293,20
"1001-5000",3305,20
"1001-5000",3334,18
"1001-5000",3345,8
"1001-5000",3367,10
"1001-5000",3370,10
"1001-5000",3373,14
"1001-5000",3390,8
"1001-5000",3396,12
"1001-5000",3437,12
"1001-5000",3449,26
"1001-5000",3455,4
"1001-5000",3457,14
"1001-5000",3463,20
"1001-5000",3465,8
"1001-5000",3474,6
"1001-5000",3482,20
"1001-5000",3483,6
"1001-5000",3484,10
"1001-5000",3502,8
"1001-5000",3510,18
"1001-5000",3521,10
"1001-5000",3549,22
"1001-5000",3558,14
"1001-5000",3590,8
"1001-5000",3601,18
"1001-5000",3607,6
"1001-5000",3611,8
"1001-5000",3617,16
"1001-5000",3621,10
"1001-5000",3626,10
"1001-5000",3640,6
"1001-5000",3665,2
"1001-5000",3707,2
"1001-5000",3714,4
"1001-5000",3741,6
"1001-5000",3752,8
"1001-5000",3755,14
"1001-5000",3758,12
"1001-5000",3765,8
"1001-5000",3766,4
"1001-5000",3767,4
"1001-5000",3777,2
"1001-5000",3787,4
"1001-5000",3810,2
"1001-5000",3846,6
"1001-5000",3852,2
"1001-5000",3863,8
"1001-5000",3866,8
"1001-5000",3867,4
"1001-5000",3870,2
"1001-5000",3879,8
"1001-5000",3885,12
"1001-5000",3893,10
"1001-5000",3897,2
"1001-5000",3901,2
"1001-5000",3902,2
"1001-5000",3949,4
"1001-5000",3956,8
"1001-5000",3967,2
"1001-5000",3969,4
"1001-5000",3975,6
"1001-5000",3997,14
"500-1000",883,1196
"500-1000",891,1308
"500-1000",896,1308
"500-1000",900,2200
"500-1000",913,1154
"500-1000",921,1166
"500-1000",951,1118
"500-1000",968,1048
"500-1000",973,1040
"500-1000",977,966
"500-1000",990,1498
"500-1000",994,1016
"51-100",66,39234
"51-100",85,31862
"51-100",89,48924
"51-100",92,28524
GREATER 5000,5051,2
GREATER 5000,5057,2
GREATER 5000,5061,2
GREATER 5000,5166,4
GREATER 5000,5339,2
GREATER 5000,5375,2
GREATER 5000,5410,4
GREATER 5000,5417,4
GREATER 5000,5454,2
GREATER 5000,5495,2
GREATER 5000,5582,4
GREATER 5000,5621,2
GREATER 5000,5691,2
GREATER 5000,5742,2
GREATER 5000,5750,2
GREATER 5000,5760,2
GREATER 5000,5830,2
GREATER 5000,5940,2
GREATER 5000,5959,4
GREATER 5000,5983,2
GREATER 5000,6000,42
GREATER 5000,6003,2
GREATER 5000,6075,2
GREATER 5000,6092,2
GREATER 5000,6110,2
GREATER 5000,6160,2
GREATER 5000,6215,2
GREATER 5000,6232,2
GREATER 5000,6323,2
GREATER 5000,6425,2
GREATER 5000,6747,2
GREATER 5000,6798,2
GREATER 5000,7197,2
GREATER 5000,7883,2
GREATER 5000,8868,2
GREATER 5000,9795,2
GREATER 5000,10598,2
GREATER 5000,13437,2
GREATER 5000,14943,2
GREATER 5000,17274,2
GREATER 5000,18563,2
GREATER 5000,19080,2
GREATER 5000,23000,2
GREATER 5000,42309,2
GREATER 5000,118116,2
OTHERS,-22402,2
OTHERS,-1555,2
OTHERS,-999,6
OTHERS,-557,2
OTHERS,-400,12
OTHERS,-333,2
OTHERS,-185,2
OTHERS,-108,2
OTHERS,-81,2
OTHERS,-70,2
OTHERS,-34,4
OTHERS,-32,6
OTHERS,-24,6
OTHERS,-5,104
"1001-5000",4140,8
"1001-5000",4153,4
"1001-5000",4178,6
"1001-5000",4217,8
"1001-5000",4219,2
"1001-5000",4227,2
"1001-5000",4243,6
"1001-5000",4251,6
"1001-5000",4252,8
"1001-5000",4268,2
"1001-5000",4270,6
"1001-5000",4275,2
"1001-5000",4278,2
"1001-5000",4289,2
"1001-5000",4299,6
"1001-5000",4326,8
"1001-5000",4378,4
"1001-5000",4405,4
"1001-5000",4414,4
"1001-5000",4420,6
"1001-5000",4434,2
"1001-5000",4479,4
"1001-5000",4524,2
"1001-5000",4526,2
"1001-5000",4531,2
"1001-5000",4533,2
"1001-5000",4534,2
"1001-5000",4563,2
"1001-5000",4614,4
"1001-5000",4645,4
"1001-5000",4655,2
"1001-5000",4684,2
"1001-5000",4685,2
"1001-5000",4706,6
"1001-5000",4713,2
"1001-5000",4722,2
"1001-5000",4727,2
"1001-5000",4734,4
"1001-5000",4778,2
"1001-5000",4783,4
"1001-5000",4799,4
"1001-5000",4820,2
"1001-5000",4864,2
"1001-5000",4915,4
"1001-5000",4941,2
"1001-5000",4969,8
"1001-5000",4975,2
"1001-5000",4989,4
"1001-5000",4991,2
"1001-5000",4993,2
"101-200",110,44700
"101-200",116,23744
"101-200",141,19534
"101-200",168,18712
"101-200",190,26934
"101-200",196,16052
"201-500",216,15606
"201-500",226,13964
"201-500",232,12316
"201-500",249,15088
"201-500",252,12230
"201-500",254,11904
"201-500",255,12190
"201-500",262,10896
"201-500",266,10604
"201-500",270,20212
"201-500",302,9006
"201-500",313,8584
"201-500",318,8828
"201-500",324,9242
"201-500",346,7150
"201-500",353,6768
"201-500",358,7102
"201-500",359,10110
"201-500",364,7444
"201-500",377,6368
"201-500",379,7460
"201-500",384,6386
"201-500",400,10558
"201-500",406,5788
"201-500",408,5792
"201-500",414,6132
"201-500",415,6220
"201-500",417,4988
"201-500",421,5050
"201-500",439,5524
"201-500",454,5244
"201-500",470,6310
"201-500",493,4000
"201-500",495,6330
"201-500",496,3938
"21-50",23,54420
"500-1000",508,3944
"500-1000",513,3682
"500-1000",536,3340
"500-1000",544,4000
"500-1000",551,3254
"500-1000",554,3444
"500-1000",558,3266
"500-1000",569,3598
"500-1000",592,2786
"500-1000",595,3462
"500-1000",607,2712
"500-1000",614,2936
"500-1000",618,2522
"500-1000",629,3582
"500-1000",633,2454
"500-1000",644,2652
"500-1000",656,2268
"500-1000",663,2236
"500-1000",682,2172
"500-1000",700,3630
"500-1000",719,2802
"500-1000",723,2024
"500-1000",734,2102
"500-1000",738,1902
"500-1000",764,2254
"500-1000",778,1724
"500-1000",785,1942
"500-1000",793,1616
"500-1000",808,1558
"500-1000",826,1380
"500-1000",845,1658
"500-1000",867,1238
"500-1000",875,1570
"500-1000",879,1360
"500-1000",882,1112
"500-1000",909,1392
"500-1000",950,1616
"500-1000",852,1336
"500-1000",856,1376
"500-1000",890,1522
"500-1000",894,1394
"500-1000",901,1246
"500-1000",912,1184
"500-1000",916,1056
"500-1000",935,1300
"500-1000",939,1198
"500-1000",954,1196
"500-1000",976,892
"500-1000",980,1236
"500-1000",991,914
"500-1000",995,1208
"51-100",64,36726
"51-100",90,64870
"51-100",99,47174
GREATER 5000,5004,4
GREATER 5000,5046,6
GREATER 5000,5063,4
GREATER 5000,5099,2
GREATER 5000,5103,4
GREATER 5000,5180,2
GREATER 5000,5206,2
GREATER 5000,5320,2
GREATER 5000,5369,4
GREATER 5000,5442,2
GREATER 5000,5462,2
GREATER 5000,5524,2
GREATER 5000,5590,2
GREATER 5000,5605,4
GREATER 5000,5609,2
GREATER 5000,5706,2
GREATER 5000,5771,2
GREATER 5000,5796,2
GREATER 5000,5808,2
GREATER 5000,5834,2
GREATER 5000,5953,2
GREATER 5000,5995,2
GREATER 5000,6086,2
GREATER 5000,6197,2
GREATER 5000,6200,4
GREATER 5000,6205,2
GREATER 5000,6206,2
GREATER 5000,6274,2
GREATER 5000,6826,2
GREATER 5000,6848,2
GREATER 5000,7135,2
GREATER 5000,7342,2
GREATER 5000,7622,2
GREATER 5000,8006,2
GREATER 5000,8040,2
GREATER 5000,8240,2
GREATER 5000,8484,2
GREATER 5000,8594,2
GREATER 5000,10345,2
GREATER 5000,18987,2
GREATER 5000,22058,2
OTHERS,-979,2
OTHERS,-935,2
OTHERS,-842,2
OTHERS,-648,2
OTHERS,-615,2
OTHERS,-500,12
OTHERS,-354,2
OTHERS,-339,2
OTHERS,-309,2
OTHERS,-299,2
OTHERS,-135,2
OTHERS,-114,2
OTHERS,-101,4
OTHERS,-100,28
OTHERS,-46,2
OTHERS,-22,8
"1001-5000",4008,6
"1001-5000",4013,8
"1001-5000",4019,14
"1001-5000",4021,8
"1001-5000",4023,16
"1001-5000",4033,14
"1001-5000",4047,8
"1001-5000",4066,8
"1001-5000",4073,6
"1001-5000",4106,2
"1001-5000",4143,4
"1001-5000",4172,4
"1001-5000",4173,2
"1001-5000",4182,6
"1001-5000",4183,2
"1001-5000",4188,6
"1001-5000",4194,4
"1001-5000",4215,8
"1001-5000",4226,4
"1001-5000",4240,4
"1001-5000",4247,4
"1001-5000",4287,2
"1001-5000",4301,2
"1001-5000",4321,2
"1001-5000",4340,2
"1001-5000",4403,6
"1001-5000",4418,2
"1001-5000",4429,14
"1001-5000",4441,4
"1001-5000",4457,2
"1001-5000",4519,4
"1001-5000",4529,6
"1001-5000",4578,2
"1001-5000",4602,4
"1001-5000",4625,2
"1001-5000",4627,4
"1001-5000",4652,4
"1001-5000",4693,2
"1001-5000",4791,4
"1001-5000",4815,4
"1001-5000",4873,2
"1001-5000",4891,2
"1001-5000",4908,4
"1001-5000",4916,2
"1001-5000",4971,2
"1001-5000",4995,2
"101-200",105,26906
"101-200",154,21182
"101-200",156,19558
"101-200",157,19678
"101-200",178,17970
"11-20",11,49410
"11-20",15,56398
"201-500",202,15526
"201-500",212,14084
"201-500",220,23632
"201-500",243,12412
"201-500",268,11150
"201-500",281,9864
"201-500",287,10026
"201-500",311,8342
"201-500",337,7460
"201-500",369,7750
"201-500",375,6868
"201-500",378,6552
"201-500",382,5714
"201-500",418,5296
"201-500",419,6096
"201-500",420,8068
"201-500",436,4644
"201-500",440,6986
"201-500",441,4940
"201-500",447,4710
"201-500",448,5016
"201-500",456,4334
"201-500",463,4290
"201-500",480,5864
"201-500",484,4166
"201-500",487,3920
"201-500",491,4010
"201-500",492,3924
"201-500",500,12006
"21-50",30,101996
"21-50",34,41802
"500-1000",503,4044
"500-1000",514,4060
"500-1000",518,3896
"500-1000",526,3436
"500-1000",539,5082
"500-1000",564,3432
"500-1000",577,3020
"500-1000",581,2922
"500-1000",589,3620
"500-1000",619,2954
"500-1000",623,2576
"500-1000",628,2694
"500-1000",632,2382
"500-1000",636,2546
"500-1000",645,2986
"500-1000",649,2960
"500-1000",679,2742
"500-1000",692,2036
"500-1000",701,2124
"500-1000",709,2288
"500-1000",713,2010
"500-1000",726,1842
"500-1000",730,2566
"500-1000",743,1852
"500-1000",747,1758
"500-1000",752,1794
"500-1000",765,2502
"500-1000",771,1674
"500-1000",784,1848
"500-1000",796,1568
"500-1000",817,1600
"500-1000",821,1436
"500-1000",825,1718
"500-1000",838,1432
"500-1000",863,1248
"500-1000",864,1430
"500-1000",868,1296
"500-1000",872,1206
"500-1000",898,1296
"500-1000",910,1532
"500-1000",975,1138
"500-1000",979,1186
"500-1000",988,1056
"500-1000",992,948
"500-1000",996,938
"500-1000",965,1218
"500-1000",969,1216
"500-1000",987,964
"51-100",53,40376
"51-100",58,48574
"51-100",60,81584
"51-100",67,38472
"51-100",82,29320
"51-100",91,27712
"51-100",97,28840
GREATER 5000,5072,2
GREATER 5000,5073,2
GREATER 5000,5100,2
GREATER 5000,5129,2
GREATER 5000,5144,2
GREATER 5000,5162,2
GREATER 5000,5200,6
GREATER 5000,5240,2
GREATER 5000,5251,2
GREATER 5000,5325,2
GREATER 5000,5367,2
GREATER 5000,5385,2
GREATER 5000,5514,2
GREATER 5000,5640,2
GREATER 5000,5728,2
GREATER 5000,5766,6
GREATER 5000,5956,4
GREATER 5000,6004,4
GREATER 5000,6042,4
GREATER 5000,6061,2
GREATER 5000,6062,2
GREATER 5000,6081,2
GREATER 5000,6091,2
GREATER 5000,6183,2
GREATER 5000,6315,2
GREATER 5000,6370,2
GREATER 5000,6459,2
GREATER 5000,6484,2
GREATER 5000,6493,2
GREATER 5000,6496,2
GREATER 5000,6512,2
GREATER 5000,6564,2
GREATER 5000,6881,2
GREATER 5000,6950,2
GREATER 5000,7096,2
GREATER 5000,7492,2
GREATER 5000,7557,2
GREATER 5000,7732,2
GREATER 5000,7812,2
GREATER 5000,8009,2
GREATER 5000,8100,2
GREATER 5000,8476,2
GREATER 5000,9070,2
GREATER 5000,9147,2
GREATER 5000,10000,4
GREATER 5000,11079,2
GREATER 5000,11096,2
GREATER 5000,12114,2
GREATER 5000,20012,2
OTHERS,-4482,2
OTHERS,-2847,2
OTHERS,-2104,2
OTHERS,-1849,2
OTHERS,-452,2
OTHERS,-380,2
OTHERS,-374,2
OTHERS,-263,2
OTHERS,-259,2
OTHERS,-229,2
OTHERS,-74,2
OTHERS,-73,2
OTHERS,-57,2
OTHERS,-54,2
OTHERS,-50,26
OTHERS,-40,2
OTHERS,-35,8
OTHERS,-20,38
OTHERS,-18,14
OTHERS,-12,34
OTHERS,-11,30
"51-100",63,35688
"51-100",77,35298
"51-100",95,31616
"51-100",96,27968
GREATER 5000,5025,2
GREATER 5000,5068,2
GREATER 5000,5102,2
GREATER 5000,5114,4
GREATER 5000,5126,2
GREATER 5000,5163,2
GREATER 5000,5173,2
GREATER 5000,5188,2
GREATER 5000,5214,2
GREATER 5000,5249,2
GREATER 5000,5307,2
GREATER 5000,5386,2
GREATER 5000,5401,6
GREATER 5000,5404,2
GREATER 5000,5415,2
GREATER 5000,5419,2
GREATER 5000,5533,2
GREATER 5000,5569,2
GREATER 5000,5633,2
GREATER 5000,5754,2
GREATER 5000,5965,2
GREATER 5000,6041,2
GREATER 5000,6080,4
GREATER 5000,6117,2
GREATER 5000,6138,2
GREATER 5000,6189,2
GREATER 5000,6220,2
GREATER 5000,6249,2
GREATER 5000,6296,2
GREATER 5000,6474,2
GREATER 5000,6839,2
GREATER 5000,7337,2
GREATER 5000,7581,2
GREATER 5000,7654,2
GREATER 5000,7753,2
GREATER 5000,7915,2
GREATER 5000,7992,2
GREATER 5000,8324,2
GREATER 5000,9100,2
GREATER 5000,9494,2
GREATER 5000,10401,2
GREATER 5000,11000,2
GREATER 5000,11026,2
GREATER 5000,11139,2
GREATER 5000,11556,2
GREATER 5000,19771,2
GREATER 5000,20000,2
GREATER 5000,23520,2
GREATER 5000,29600,2
GREATER 5000,30399,2
OTHERS,-5012,2
OTHERS,-2471,2
OTHERS,-1500,2
OTHERS,-780,2
OTHERS,-490,2
OTHERS,-436,2
OTHERS,-288,2
OTHERS,-280,2
OTHERS,-236,2
OTHERS,-144,2
OTHERS,-130,8
OTHERS,-37,6
OTHERS,-16,10
"0-10",1,111592
"0-10",2,79266
"0-10",3,96804
"0-10",4,86026
"1001-5000",1002,1536
"1001-5000",1003,1366
"1001-5000",1006,1140
"1001-5000",1027,1020
"1001-5000",1028,1016
"1001-5000",1039,1112
"1001-5000",1042,918
"1001-5000",1059,1054
"1001-5000",1090,1292
"1001-5000",1130,1002
"1001-5000",1150,1086
"1001-5000",1163,688
"1001-5000",1201,700
"1001-5000",1209,742
"1001-5000",1234,696
"1001-5000",1243,578
"1001-5000",1244,622
"1001-5000",1278,518
"1001-5000",1289,554
"1001-5000",1302,506
"1001-5000",1324,490
"1001-5000",1330,616
"1001-5000",1338,422
"1001-5000",1344,532
"1001-5000",1377,370
"1001-5000",1387,464
"1001-5000",1390,462
"1001-5000",1400,708
"1001-5000",1417,400
"1001-5000",1418,372
"1001-5000",1424,394
"1001-5000",1430,458
"1001-5000",1432,340
"1001-5000",1433,394
"1001-5000",1472,336
"1001-5000",1505,386
"1001-5000",1509,328
"1001-5000",1528,276
"1001-5000",1596,258
"1001-5000",1600,404
"1001-5000",1680,268
"1001-5000",1704,240
"1001-5000",1707,220
"1001-5000",1714,236
"1001-5000",1727,176
"1001-5000",1730,258
"1001-5000",1736,210
"1001-5000",1756,184
"1001-5000",1759,208
"1001-5000",1765,202
"1001-5000",1769,156
"1001-5000",1804,194
"1001-5000",1830,194
"1001-5000",1841,182
"1001-5000",1858,176
"1001-5000",1872,148
"1001-5000",1878,112
"1001-5000",1890,182
"1001-5000",1899,248
"1001-5000",1901,194
"1001-5000",1912,174
"1001-5000",1918,132
"1001-5000",1923,140
"1001-5000",1945,174
"1001-5000",1967,130
"1001-5000",1983,130
"1001-5000",1992,134
"1001-5000",2007,206
"1001-5000",2011,196
"1001-5000",2022,212
"1001-5000",2034,162
"1001-5000",2072,136
"1001-5000",2098,158
"1001-5000",2099,404
"1001-5000",2108,142
"1001-5000",2128,166
"1001-5000",2134,94
"1001-5000",2139,138
"1001-5000",2157,90
"1001-5000",2158,126
"1001-5000",2168,104
"1001-5000",2196,108
"1001-5000",2200,330
"1001-5000",2201,90
"1001-5000",2226,114
"1001-5000",2239,94
"1001-5000",2240,110
"1001-5000",2253,58
"1001-5000",2262,102
"1001-5000",2267,70
"1001-5000",2271,82
"1001-5000",2273,80
"1001-5000",2294,98
"1001-5000",2313,94
"1001-5000",2318,62
"1001-5000",2328,80
"1001-5000",2346,82
"1001-5000",2349,96
"1001-5000",2351,70
"1001-5000",2353,78
"1001-5000",2355,72
"1001-5000",2384,84
"1001-5000",2390,84
"1001-5000",2395,98
"1001-5000",2404,72
"1001-5000",2421,62
"1001-5000",2424,66
"1001-5000",2430,64
"1001-5000",2452,72
"1001-5000",2456,48
"1001-5000",2472,70
"1001-5000",2474,60
"1001-5000",2495,62
"1001-5000",2509,48
"1001-5000",2518,52
"1001-5000",2519,64
"1001-5000",2524,62
"1001-5000",2533,60
"1001-5000",2551,36
"1001-5000",2554,58
"1001-5000",2565,34
"1001-5000",2568,56
"1001-5000",2575,52
"1001-5000",2578,32
"1001-5000",2591,52
"1001-5000",2617,66
"1001-5000",2623,64
"1001-5000",2629,48
"1001-5000",2631,46
"1001-5000",2632,42
"1001-5000",2633,44
"1001-5000",2635,48
"1001-5000",2648,38
"1001-5000",2656,24
"1001-5000",2699,68
"1001-5000",2707,38
"1001-5000",2723,38
"1001-5000",2739,30
"1001-5000",2741,30
"1001-5000",2742,40
"1001-5000",2746,30
"1001-5000",2750,42
"1001-5000",2759,30
"1001-5000",2771,26
"1001-5000",2782,38
"1001-5000",2784,22
"1001-5000",2787,14
"1001-5000",2791,34
"1001-5000",2799,56
"1001-5000",2800,62
"1001-5000",2811,26
"1001-5000",2822,36
"1001-5000",2835,40
"1001-5000",2839,38
"1001-5000",2853,24
"1001-5000",2855,24
"1001-5000",2861,28
"1001-5000",2869,34
"1001-5000",2884,24
"1001-5000",2897,30
"1001-5000",2898,32
"1001-5000",2921,24
"1001-5000",2925,30
"1001-5000",2926,24
"1001-5000",2934,20
"1001-5000",2946,26
"1001-5000",2953,20
"1001-5000",2965,24
"1001-5000",2971,24
"1001-5000",3009,42
"1001-5000",3013,22
"1001-5000",3016,24
"1001-5000",3029,24
"1001-5000",3032,22
"1001-5000",3059,20
"1001-5000",3087,26
"1001-5000",3090,32
"1001-5000",3108,12
"1001-5000",3135,30
"1001-5000",3141,24
"1001-5000",3145,22
"1001-5000",3157,16
"1001-5000",3168,30
"1001-5000",3173,14
