"ARPU_BANDS","ARPU","3"
"1001-5000",1688,109
"1001-5000",1728,104
"1001-5000",1739,106
"1001-5000",1741,101
"1001-5000",1750,156
"1001-5000",1751,97
"1001-5000",1753,101
"1001-5000",1761,86
"1001-5000",1778,92
"1001-5000",1783,92
"1001-5000",1801,64
"1001-5000",1814,100
"1001-5000",1843,79
"1001-5000",1850,87
"1001-5000",1883,93
"1001-5000",1917,64
"1001-5000",1927,58
"1001-5000",1944,85
"1001-5000",1960,73
"1001-5000",1984,55
"1001-5000",2006,93
"1001-5000",2012,98
"1001-5000",2015,104
"1001-5000",2025,86
"1001-5000",2039,77
"1001-5000",2040,110
"1001-5000",2048,68
"1001-5000",2057,52
"1001-5000",2060,91
"1001-5000",2070,86
"1001-5000",2086,56
"1001-5000",2090,95
"1001-5000",2093,61
"1001-5000",2095,70
"1001-5000",2102,78
"1001-5000",2106,70
"1001-5000",2114,62
"1001-5000",2138,57
"1001-5000",2146,45
"1001-5000",2159,66
"1001-5000",2165,67
"1001-5000",2174,54
"1001-5000",2179,58
"1001-5000",2183,40
"1001-5000",2242,43
"1001-5000",2265,46
"1001-5000",2277,53
"1001-5000",2290,42
"1001-5000",2296,42
"1001-5000",2304,44
"1001-5000",2348,44
"1001-5000",2362,28
"1001-5000",2370,38
"1001-5000",2383,46
"1001-5000",2402,45
"1001-5000",2415,27
"1001-5000",2435,31
"1001-5000",2454,30
"1001-5000",2473,32
"1001-5000",2479,39
"1001-5000",2482,27
"1001-5000",2489,31
"1001-5000",2498,30
"1001-5000",2527,20
"1001-5000",2529,37
"1001-5000",2534,29
"1001-5000",2546,23
"1001-5000",2550,32
"1001-5000",2669,14
"1001-5000",2714,18
"1001-5000",2728,21
"1001-5000",2734,16
"1001-5000",2753,19
"1001-5000",2757,13
"1001-5000",2763,13
"1001-5000",2821,13
"1001-5000",2832,19
"1001-5000",2836,17
"1001-5000",2842,13
"1001-5000",2845,18
"1001-5000",2848,14
"1001-5000",2862,10
"1001-5000",2868,27
"1001-5000",2887,12
"1001-5000",2888,17
"1001-5000",2891,11
"1001-5000",2899,25
"1001-5000",2900,19
"1001-5000",2901,19
"1001-5000",2904,13
"1001-5000",2911,11
"1001-5000",2917,8
"1001-5000",2920,19
"1001-5000",2924,15
"1001-5000",2931,2
"1001-5000",2940,9
"1001-5000",2976,12
"1001-5000",2978,14
"1001-5000",2992,14
"1001-5000",2995,9
"1001-5000",2997,21
"1001-5000",2998,16
"1001-5000",3003,11
"1001-5000",3004,18
"1001-5000",3012,13
"1001-5000",3020,25
"1001-5000",3025,12
"1001-5000",3067,9
"1001-5000",3082,11
"1001-5000",3093,7
"1001-5000",3095,16
"1001-5000",3099,27
"1001-5000",3109,15
"1001-5000",3128,9
"1001-5000",3133,10
"1001-5000",3137,6
"1001-5000",3140,9
"1001-5000",3153,11
"1001-5000",3177,10
"1001-5000",3200,17
"1001-5000",3202,4
"1001-5000",3207,2
"1001-5000",3226,7
"1001-5000",3229,6
"1001-5000",3244,7
"1001-5000",3255,8
"1001-5000",3265,2
"1001-5000",3275,5
"1001-5000",3302,7
"1001-5000",3315,4
"1001-5000",3340,8
"1001-5000",3347,3
"1001-5000",3349,8
"1001-5000",3351,12
"1001-5000",3353,9
"1001-5000",3354,8
"1001-5000",3355,6
"1001-5000",3361,10
"1001-5000",3381,6
"1001-5000",3389,9
"1001-5000",3410,4
"1001-5000",3433,8
"1001-5000",3444,10
"1001-5000",3456,2
"1001-5000",3466,9
"1001-5000",3499,8
"1001-5000",3501,4
"1001-5000",3528,9
"1001-5000",3531,5
"1001-5000",3554,6
"1001-5000",3557,3
"1001-5000",3561,6
"1001-5000",3571,1
"1001-5000",3605,5
"1001-5000",3623,7
"1001-5000",3628,8
"1001-5000",3629,7
"1001-5000",3645,2
"1001-5000",3649,4
"1001-5000",3652,3
"1001-5000",3693,2
"1001-5000",3712,4
"1001-5000",3713,4
"1001-5000",3719,4
"1001-5000",3730,4
"1001-5000",3738,4
"1001-5000",3756,2
"1001-5000",3757,4
"1001-5000",3784,1
"1001-5000",3800,3
"1001-5000",3805,6
"1001-5000",3817,4
"1001-5000",3827,3
"1001-5000",3849,3
"1001-5000",3859,1
"1001-5000",3861,4
"1001-5000",3873,2
"1001-5000",3877,2
"1001-5000",3905,3
"1001-5000",3928,2
"1001-5000",3934,3
"1001-5000",3950,3
"1001-5000",3961,4
"1001-5000",3963,2
"1001-5000",3968,2
"1001-5000",3971,3
"1001-5000",3977,3
"1001-5000",3978,2
"1001-5000",3994,3
"1001-5000",3995,6
"1001-5000",3996,4
"1001-5000",4011,5
"1001-5000",4012,4
"1001-5000",4014,2
"51-100",63,17843
"51-100",77,17649
"51-100",95,15806
"51-100",96,13983
GREATER 5000,5025,1
GREATER 5000,5068,1
GREATER 5000,5102,1
GREATER 5000,5114,2
GREATER 5000,5126,1
GREATER 5000,5163,1
GREATER 5000,5173,1
GREATER 5000,5188,1
GREATER 5000,5214,1
GREATER 5000,5249,1
GREATER 5000,5307,1
GREATER 5000,5386,1
GREATER 5000,5401,3
GREATER 5000,5404,1
GREATER 5000,5415,1
GREATER 5000,5419,1
GREATER 5000,5533,1
GREATER 5000,5569,1
GREATER 5000,5633,1
GREATER 5000,5754,1
GREATER 5000,5965,1
GREATER 5000,6041,1
GREATER 5000,6080,2
GREATER 5000,6117,1
GREATER 5000,6138,1
GREATER 5000,6189,1
GREATER 5000,6220,1
GREATER 5000,6249,1
GREATER 5000,6296,1
GREATER 5000,6474,1
GREATER 5000,6839,1
GREATER 5000,7337,1
GREATER 5000,7581,1
GREATER 5000,7654,1
GREATER 5000,7753,1
GREATER 5000,7915,1
GREATER 5000,7992,1
GREATER 5000,8324,1
GREATER 5000,9100,1
GREATER 5000,9494,1
GREATER 5000,10401,1
GREATER 5000,11000,1
GREATER 5000,11026,1
GREATER 5000,11139,1
GREATER 5000,11556,1
GREATER 5000,19771,1
GREATER 5000,20000,1
GREATER 5000,23520,1
GREATER 5000,29600,1
GREATER 5000,30399,1
OTHERS,-780,1
OTHERS,-490,1
OTHERS,-130,2
OTHERS,-37,2
OTHERS,-16,5
"1001-5000",2327,31
"1001-5000",2329,49
"1001-5000",2341,30
"1001-5000",2343,44
"1001-5000",2363,41
"1001-5000",2366,31
"1001-5000",2398,34
"1001-5000",2442,21
"1001-5000",2475,39
"1001-5000",2476,21
"1001-5000",2477,30
"1001-5000",2478,22
"1001-5000",2501,30
"1001-5000",2547,24
"1001-5000",2562,27
"1001-5000",2595,29
"1001-5000",2600,37
"1001-5000",2624,24
"1001-5000",2668,20
"1001-5000",2673,14
"1001-5000",2679,19
"1001-5000",2712,24
"1001-5000",2713,17
"1001-5000",2718,17
"1001-5000",2737,16
"1001-5000",2755,15
"1001-5000",2761,13
"1001-5000",2772,15
"1001-5000",2794,14
"1001-5000",2804,14
"1001-5000",2816,17
"1001-5000",2825,20
"1001-5000",2838,14
"1001-5000",2866,11
"1001-5000",2874,17
"1001-5000",2892,9
"1001-5000",2907,9
"1001-5000",2908,7
"1001-5000",2914,13
"1001-5000",2960,14
"1001-5000",2964,19
"1001-5000",2983,12
"1001-5000",2985,9
"1001-5000",3000,352
"1001-5000",3001,21
"1001-5000",3008,14
"1001-5000",3021,14
"1001-5000",3035,10
"1001-5000",3041,7
"1001-5000",3058,8
"1001-5000",3076,9
"1001-5000",3106,9
"1001-5000",3112,5
"1001-5000",3136,12
"1001-5000",3147,9
"1001-5000",3159,9
"1001-5000",3186,10
"1001-5000",3191,4
"1001-5000",3204,12
"1001-5000",3217,2
"1001-5000",3224,7
"1001-5000",3231,10
"1001-5000",3233,7
"1001-5000",3252,7
"1001-5000",3271,2
"1001-5000",3278,8
"1001-5000",3284,5
"1001-5000",3289,10
"1001-5000",3308,2
"1001-5000",3320,5
"1001-5000",3324,6
"1001-5000",3326,7
"1001-5000",3330,6
"1001-5000",3376,8
"1001-5000",3383,3
"1001-5000",3403,8
"1001-5000",3417,4
"1001-5000",3418,2
"1001-5000",3430,3
"1001-5000",3442,2
"1001-5000",3448,8
"1001-5000",3460,8
"1001-5000",3462,10
"1001-5000",3468,7
"1001-5000",3478,7
"1001-5000",3481,6
"1001-5000",3523,8
"1001-5000",3527,3
"1001-5000",3564,6
"1001-5000",3572,6
"1001-5000",3581,4
"1001-5000",3582,3
"1001-5000",3585,4
"1001-5000",3618,5
"1001-5000",3624,4
"1001-5000",3659,3
"1001-5000",3686,2
"1001-5000",3725,3
"1001-5000",3729,2
"1001-5000",3734,3
"1001-5000",3736,3
"1001-5000",3748,4
"1001-5000",3761,6
"1001-5000",3773,6
"1001-5000",3785,1
"1001-5000",3812,2
"1001-5000",3815,8
"1001-5000",3818,1
"1001-5000",3819,5
"1001-5000",3825,6
"1001-5000",3831,3
"1001-5000",3833,1
"1001-5000",3837,2
"1001-5000",3904,1
"1001-5000",3913,4
"1001-5000",3914,2
"1001-5000",3927,1
"1001-5000",3939,3
"1001-5000",3953,4
"1001-5000",3954,3
"1001-5000",3960,3
"1001-5000",3974,2
"1001-5000",3980,2
"1001-5000",3983,1
"1001-5000",3988,2
"1001-5000",3990,4
"1001-5000",4185,3
"1001-5000",4207,2
"1001-5000",4218,2
"1001-5000",4221,2
"1001-5000",4265,4
"1001-5000",4266,2
"1001-5000",4271,2
"1001-5000",4293,1
"1001-5000",4407,1
"1001-5000",4432,3
"1001-5000",4444,3
"1001-5000",4474,1
"1001-5000",4496,1
"1001-5000",4536,2
"1001-5000",4549,1
"1001-5000",4557,3
"1001-5000",4571,1
"1001-5000",4575,1
"1001-5000",4670,3
"1001-5000",4673,1
"1001-5000",4696,1
"1001-5000",4715,1
"1001-5000",4739,1
"1001-5000",4787,1
"1001-5000",4800,1
"1001-5000",4802,1
"1001-5000",4811,1
"1001-5000",4819,1
"1001-5000",4837,1
"1001-5000",4838,2
"1001-5000",4890,1
"1001-5000",4952,2
"1001-5000",4964,2
"1001-5000",4979,1
"1001-5000",4999,2
"101-200",117,12365
"101-200",132,10165
"101-200",139,14037
"101-200",147,10905
"101-200",155,10547
"101-200",167,9010
"101-200",169,11263
"101-200",195,8333
"11-20",19,56735
"201-500",210,12046
"201-500",233,6966
"201-500",265,5685
"201-500",277,4980
"201-500",279,6198
"201-500",284,5079
"201-500",292,4397
"201-500",351,3523
"201-500",352,3435
"201-500",357,3313
"201-500",360,6466
"201-500",381,2972
"201-500",393,2809
"201-500",394,2900
"201-500",416,2641
"201-500",433,2462
"201-500",450,4648
"201-500",459,2690
"201-500",469,2571
"201-500",474,2326
"201-500",478,2136
"201-500",494,2834
"201-500",497,1999
"21-50",39,37559
"500-1000",507,1920
"500-1000",522,1770
"500-1000",531,1741
"500-1000",543,1704
"500-1000",548,1674
"500-1000",555,1818
"500-1000",559,1906
"500-1000",576,1499
"500-1000",585,2265
"500-1000",594,1692
"500-1000",606,1373
"500-1000",615,1509
"500-1000",640,1768
"500-1000",653,1181
"500-1000",662,1128
"500-1000",670,1464
"500-1000",675,1660
"500-1000",683,1024
"500-1000",688,1061
"500-1000",705,1183
"500-1000",748,917
"500-1000",756,837
"500-1000",775,975
"500-1000",788,806
"500-1000",801,779
"500-1000",805,904
"500-1000",834,793
"500-1000",846,666
"500-1000",855,946
"500-1000",859,803
"500-1000",885,731
"500-1000",893,614
"500-1000",919,672
"500-1000",927,531
"500-1000",928,548
"500-1000",932,572
"500-1000",941,518
"500-1000",945,725
"500-1000",958,534
"500-1000",962,530
"500-1000",970,624
"500-1000",983,505
"500-1000",1000,13432
"51-100",51,18209
"51-100",56,22106
"51-100",76,16888
"51-100",79,20135
"51-100",93,13836
GREATER 5000,5006,2
GREATER 5000,5048,1
GREATER 5000,5049,1
GREATER 5000,5074,1
GREATER 5000,5084,1
GREATER 5000,5101,1
GREATER 5000,5105,1
GREATER 5000,5109,1
GREATER 5000,5118,2
GREATER 5000,5149,2
GREATER 5000,5196,1
GREATER 5000,5201,1
"0-10",10,100536
"1001-5000",1014,616
"1001-5000",1034,560
"1001-5000",1045,653
"1001-5000",1073,385
"1001-5000",1074,474
"1001-5000",1087,381
"1001-5000",1092,408
"1001-5000",1100,1086
"1001-5000",1129,431
"1001-5000",1135,410
"1001-5000",1142,340
"1001-5000",1154,404
"1001-5000",1198,367
"1001-5000",1222,279
"1001-5000",1237,243
"1001-5000",1250,511
"1001-5000",1256,250
"1001-5000",1285,352
"1001-5000",1287,277
"1001-5000",1310,319
"1001-5000",1313,240
"1001-5000",1337,225
"1001-5000",1351,229
"1001-5000",1353,219
"1001-5000",1354,259
"1001-5000",1355,225
"1001-5000",1358,194
"1001-5000",1368,218
"1001-5000",1381,197
"1001-5000",1395,243
"1001-5000",1401,196
"1001-5000",1416,196
"1001-5000",1435,208
"1001-5000",1456,177
"1001-5000",1461,168
"1001-5000",1463,164
"1001-5000",1482,154
"1001-5000",1489,190
"1001-5000",1491,183
"1001-5000",1504,187
"1001-5000",1517,143
"1001-5000",1543,155
"1001-5000",1556,140
"1001-5000",1563,137
"1001-5000",1566,138
"1001-5000",1572,124
"1001-5000",1584,178
"1001-5000",1588,134
"1001-5000",1598,147
"1001-5000",1605,139
"1001-5000",1607,119
"1001-5000",1608,117
"1001-5000",1610,148
"1001-5000",1611,125
"1001-5000",1619,156
"1001-5000",1621,144
"1001-5000",1672,102
"1001-5000",1683,124
"1001-5000",1696,102
"1001-5000",1712,118
"1001-5000",1717,88
"1001-5000",1718,94
"1001-5000",1719,112
"1001-5000",1726,108
"1001-5000",1737,116
"1001-5000",1738,100
"1001-5000",1747,90
"1001-5000",1758,92
"1001-5000",1760,114
"1001-5000",1763,100
"1001-5000",1764,96
"1001-5000",1771,80
"1001-5000",1818,91
"1001-5000",1819,96
"1001-5000",1822,89
"1001-5000",1844,95
"1001-5000",1849,103
"1001-5000",1861,67
"1001-5000",1867,82
"1001-5000",1896,64
"1001-5000",1913,76
"1001-5000",1915,65
"1001-5000",1926,67
"1001-5000",1931,54
"1001-5000",1973,67
"1001-5000",2055,71
"1001-5000",2066,53
"1001-5000",2074,63
"1001-5000",2075,55
"1001-5000",2080,80
"1001-5000",2084,60
"1001-5000",2111,54
"1001-5000",2118,47
"1001-5000",2119,66
"1001-5000",2122,53
"1001-5000",2126,53
"1001-5000",2131,59
"1001-5000",2132,61
"1001-5000",2136,37
"1001-5000",2144,54
"1001-5000",2152,50
"1001-5000",2160,68
"1001-5000",2163,46
"1001-5000",2169,43
"1001-5000",2172,51
"1001-5000",2184,51
"1001-5000",2187,45
"1001-5000",2212,35
"1001-5000",2224,19
"1001-5000",2229,51
"1001-5000",2230,52
"1001-5000",2244,39
"1001-5000",2266,50
"1001-5000",2285,51
"1001-5000",2299,77
"1001-5000",2309,45
"1001-5000",2312,44
"1001-5000",2320,57
"1001-5000",2324,51
"1001-5000",2330,45
"1001-5000",2336,37
"1001-5000",2377,28
"1001-5000",2378,42
"1001-5000",2387,31
"500-1000",852,667
"500-1000",856,688
"500-1000",890,761
"500-1000",894,697
"500-1000",901,623
"500-1000",912,592
"500-1000",916,528
"500-1000",935,650
"500-1000",939,599
"500-1000",954,596
"500-1000",976,446
"500-1000",980,617
"500-1000",991,457
"500-1000",995,604
"51-100",64,18360
"51-100",90,32432
"51-100",99,23582
GREATER 5000,5004,2
GREATER 5000,5046,3
GREATER 5000,5063,2
GREATER 5000,5099,1
GREATER 5000,5103,2
GREATER 5000,5180,1
GREATER 5000,5206,1
GREATER 5000,5320,1
GREATER 5000,5369,2
GREATER 5000,5442,1
GREATER 5000,5462,1
GREATER 5000,5524,1
GREATER 5000,5590,1
GREATER 5000,5605,2
GREATER 5000,5609,1
GREATER 5000,5706,1
GREATER 5000,5771,1
GREATER 5000,5796,1
GREATER 5000,5808,1
GREATER 5000,5834,1
GREATER 5000,5953,1
GREATER 5000,5995,1
GREATER 5000,6086,1
GREATER 5000,6197,1
GREATER 5000,6200,2
GREATER 5000,6205,1
GREATER 5000,6206,1
GREATER 5000,6274,1
GREATER 5000,6826,1
GREATER 5000,6848,1
GREATER 5000,7135,1
GREATER 5000,7342,1
GREATER 5000,7622,1
GREATER 5000,8006,1
GREATER 5000,8040,1
GREATER 5000,8240,1
GREATER 5000,8484,1
GREATER 5000,8594,1
GREATER 5000,10345,1
GREATER 5000,18987,1
GREATER 5000,22058,1
OTHERS,-500,4
OTHERS,-135,1
OTHERS,-101,1
OTHERS,-100,14
OTHERS,-46,1
OTHERS,-22,4
"1001-5000",2589,24
"1001-5000",2592,23
"1001-5000",2596,14
"1001-5000",2606,28
"1001-5000",2630,21
"1001-5000",2643,26
"1001-5000",2644,17
"1001-5000",2645,34
"1001-5000",2664,17
"1001-5000",2681,16
"1001-5000",2684,23
"1001-5000",2694,23
"1001-5000",2743,18
"1001-5000",2764,26
"1001-5000",2768,13
"1001-5000",2788,14
"1001-5000",2826,20
"1001-5000",2837,10
"1001-5000",2841,11
"1001-5000",2860,17
"1001-5000",2875,26
"1001-5000",2877,14
"1001-5000",2881,12
"1001-5000",2932,8
"1001-5000",2937,16
"1001-5000",2944,11
"1001-5000",2945,16
"1001-5000",2949,15
"1001-5000",2954,10
"1001-5000",2970,15
"1001-5000",2972,7
"1001-5000",2984,13
"1001-5000",2987,8
"1001-5000",2988,13
"1001-5000",2990,15
"1001-5000",3042,8
"1001-5000",3049,13
"1001-5000",3079,15
"1001-5000",3088,11
"1001-5000",3092,9
"1001-5000",3098,11
"1001-5000",3100,24
"1001-5000",3104,12
"1001-5000",3124,12
"1001-5000",3129,5
"1001-5000",3142,8
"1001-5000",3143,5
"1001-5000",3146,15
"1001-5000",3155,9
"1001-5000",3156,10
"1001-5000",3167,7
"1001-5000",3176,12
"1001-5000",3180,9
"1001-5000",3187,7
"1001-5000",3196,4
"1001-5000",3235,6
"1001-5000",3259,7
"1001-5000",3260,6
"1001-5000",3268,9
"1001-5000",3283,6
"1001-5000",3296,7
"1001-5000",3312,5
"1001-5000",3323,9
"1001-5000",3333,9
"1001-5000",3336,8
"1001-5000",3344,7
"1001-5000",3346,5
"1001-5000",3348,5
"1001-5000",3387,4
"1001-5000",3391,1
"1001-5000",3400,6
"1001-5000",3434,8
"1001-5000",3452,12
"1001-5000",3475,4
"1001-5000",3491,5
"1001-5000",3492,6
"1001-5000",3504,5
"1001-5000",3524,5
"1001-5000",3532,4
"1001-5000",3537,4
"1001-5000",3539,5
"1001-5000",3541,3
"1001-5000",3546,2
"1001-5000",3550,8
"1001-5000",3552,6
"1001-5000",3579,1
"1001-5000",3589,5
"1001-5000",3592,4
"1001-5000",3599,9
"1001-5000",3602,4
"1001-5000",3613,3
"1001-5000",3615,7
"1001-5000",3616,3
"1001-5000",3656,3
"1001-5000",3672,7
"1001-5000",3680,3
"1001-5000",3685,4
"1001-5000",3690,3
"1001-5000",3699,4
"1001-5000",3716,3
"1001-5000",3731,6
"1001-5000",3744,2
"1001-5000",3746,8
"1001-5000",3747,2
"1001-5000",3749,7
"1001-5000",3760,3
"1001-5000",3763,3
"1001-5000",3770,3
"1001-5000",3771,5
"1001-5000",3772,5
"1001-5000",3792,3
"1001-5000",3824,3
"1001-5000",3835,5
"1001-5000",3855,1
"1001-5000",3860,7
"1001-5000",3869,3
"1001-5000",3876,3
"1001-5000",3892,5
"1001-5000",3903,5
"1001-5000",3910,8
"1001-5000",3923,2
"1001-5000",3935,1
"1001-5000",3958,4
"1001-5000",3989,4
"1001-5000",4000,145
"1001-5000",4005,3
"1001-5000",4022,3
"1001-5000",4043,3
"1001-5000",4056,5
"1001-5000",4061,5
"1001-5000",4069,2
"1001-5000",4096,2
"1001-5000",4118,4
"1001-5000",4145,2
"1001-5000",4201,4
"1001-5000",4222,3
"1001-5000",4229,3
"1001-5000",4276,1
"1001-5000",4280,2
"1001-5000",4281,2
"1001-5000",4288,1
"1001-5000",4315,1
"1001-5000",4316,2
"1001-5000",4352,1
"1001-5000",4366,5
"1001-5000",4395,1
"1001-5000",4399,3
"1001-5000",4402,2
"1001-5000",4428,2
"1001-5000",4439,1
"1001-5000",4450,3
"1001-5000",4463,1
"1001-5000",4471,2
"1001-5000",4477,1
"1001-5000",4485,1
"1001-5000",4584,2
"1001-5000",4593,1
"1001-5000",4596,1
"1001-5000",4597,1
"1001-5000",4634,2
"1001-5000",4638,1
"1001-5000",4646,1
"1001-5000",4665,4
"1001-5000",4669,1
"1001-5000",4689,1
"1001-5000",4702,2
"1001-5000",4718,2
"1001-5000",4723,1
"1001-5000",4746,1
"1001-5000",4762,1
"1001-5000",4776,1
"1001-5000",4782,2
"1001-5000",4789,1
"1001-5000",4824,2
"1001-5000",4881,1
"1001-5000",4883,1
"1001-5000",4894,1
"1001-5000",4902,1
"1001-5000",4906,1
"1001-5000",4948,1
"101-200",111,12133
"101-200",120,25514
"101-200",170,14232
"101-200",175,9001
"101-200",189,10574
"201-500",201,8084
"201-500",206,7202
"201-500",219,8829
"201-500",223,6705
"201-500",225,9580
"201-500",229,8393
"201-500",230,9752
"201-500",251,6124
"201-500",256,5541
"201-500",273,5149
"201-500",275,5795
"201-500",285,5301
"201-500",288,5254
"201-500",304,4598
"201-500",322,4065
"201-500",338,3836
"201-500",349,4290
"201-500",370,4831
"201-500",387,2948
"201-500",391,2677
"201-500",402,2848
"201-500",405,4427
"201-500",483,1960
"201-500",490,2746
"21-50",21,22906
"21-50",26,21507
"21-50",38,32981
"21-50",43,19100
"21-50",47,26637
"500-1000",535,1891
"500-1000",552,1561
"500-1000",568,1543
"500-1000",572,1441
"500-1000",598,1486
"500-1000",602,1385
"500-1000",611,1326
"500-1000",641,1180
"500-1000",658,1103
"500-1000",666,1069
"500-1000",696,1057
"500-1000",718,1005
"500-1000",722,1025
"500-1000",735,1086
"500-1000",739,1112
"500-1000",760,1113
"500-1000",779,970
"500-1000",783,755
"500-1000",792,816
"500-1000",809,1018
"500-1000",812,756
"500-1000",829,853
"500-1000",842,686
"500-1000",851,685
"500-1000",876,602
"500-1000",881,654
"500-1000",889,714
"500-1000",902,594
"500-1000",906,577
"500-1000",915,664
"500-1000",923,545
"500-1000",936,534
"500-1000",940,690
"500-1000",949,665
"500-1000",953,510
"500-1000",966,467
"500-1000",971,468
"51-100",54,22802
"51-100",59,25788
"51-100",69,22320
"51-100",70,32061
"51-100",71,16603
"1001-5000",3999,8
"1001-5000",4039,1
"1001-5000",4055,5
"1001-5000",4067,3
"1001-5000",4081,1
"1001-5000",4087,2
"1001-5000",4094,3
"1001-5000",4111,3
"1001-5000",4119,6
"1001-5000",4125,1
"1001-5000",4127,1
"1001-5000",4132,2
"1001-5000",4136,3
"1001-5000",4137,3
"1001-5000",4152,1
"1001-5000",4159,2
"1001-5000",4165,1
"1001-5000",4189,3
"1001-5000",4208,3
"1001-5000",4211,1
"1001-5000",4214,2
"1001-5000",4242,2
"1001-5000",4245,2
"1001-5000",4304,2
"1001-5000",4305,1
"1001-5000",4320,2
"1001-5000",4375,2
"1001-5000",4380,1
"1001-5000",4415,2
"1001-5000",4448,2
"1001-5000",4528,2
"1001-5000",4592,2
"1001-5000",4611,1
"1001-5000",4621,3
"1001-5000",4672,1
"1001-5000",4675,2
"1001-5000",4681,1
"1001-5000",4705,2
"1001-5000",4707,1
"1001-5000",4728,1
"1001-5000",4748,1
"1001-5000",4761,1
"1001-5000",4766,1
"1001-5000",4809,2
"1001-5000",4825,1
"1001-5000",4839,2
"1001-5000",4846,2
"1001-5000",4854,1
"1001-5000",4863,1
"1001-5000",4865,1
"1001-5000",4900,1
"1001-5000",4939,1
"1001-5000",4942,1
"1001-5000",5000,12
"101-200",127,12062
"101-200",128,12558
"101-200",129,14036
"101-200",130,19160
"101-200",152,9464
"101-200",153,9887
"101-200",161,10168
"101-200",165,9477
"101-200",166,8900
"101-200",176,8256
"101-200",181,8717
"101-200",182,8333
"101-200",193,7646
"101-200",197,8989
"11-20",13,33536
"11-20",17,33115
"201-500",203,7671
"201-500",207,7803
"201-500",222,6479
"201-500",227,7101
"201-500",231,6303
"201-500",234,7433
"201-500",235,7231
"201-500",269,8195
"201-500",294,5068
"201-500",301,4583
"201-500",309,4937
"201-500",312,4143
"201-500",366,3213
"201-500",372,3101
"201-500",390,4245
"201-500",398,3021
"201-500",399,3922
"201-500",401,2927
"201-500",407,2761
"201-500",443,2398
"201-500",457,2198
"201-500",458,2256
"201-500",462,2296
"201-500",475,2264
"201-500",499,2636
"21-50",24,26115
"21-50",32,22052
"21-50",36,25928
"21-50",41,19314
"500-1000",505,2469
"500-1000",524,1905
"500-1000",528,1765
"500-1000",533,1688
"500-1000",546,1645
"500-1000",550,2796
"500-1000",574,1577
"500-1000",587,1433
"500-1000",608,1394
"500-1000",609,1477
"500-1000",613,1272
"500-1000",626,1324
"500-1000",634,1451
"500-1000",647,1236
"500-1000",651,1200
"500-1000",677,1119
"500-1000",694,1266
"500-1000",698,1132
"500-1000",711,1023
"500-1000",724,1120
"500-1000",733,964
"500-1000",741,881
"500-1000",758,872
"500-1000",769,993
"500-1000",773,866
"500-1000",790,1026
"500-1000",807,723
"500-1000",831,678
"500-1000",853,704
"500-1000",857,661
"500-1000",866,645
GREATER 5000,5248,4
GREATER 5000,5429,2
GREATER 5000,5432,2
GREATER 5000,5457,1
GREATER 5000,5481,1
GREATER 5000,5562,2
GREATER 5000,5583,1
GREATER 5000,6221,1
GREATER 5000,6224,1
GREATER 5000,6491,1
GREATER 5000,6551,1
GREATER 5000,6849,1
GREATER 5000,7000,5
GREATER 5000,7578,1
GREATER 5000,7843,1
GREATER 5000,8003,1
GREATER 5000,8042,1
GREATER 5000,8224,1
GREATER 5000,9120,1
GREATER 5000,9207,1
GREATER 5000,9276,1
GREATER 5000,9895,1
GREATER 5000,10564,1
GREATER 5000,10732,1
GREATER 5000,16000,1
GREATER 5000,16983,1
GREATER 5000,19511,1
GREATER 5000,26897,1
GREATER 5000,35724,1
GREATER 5000,53861,1
OTHERS,-90,3
OTHERS,-80,1
OTHERS,-52,3
OTHERS,-47,6
OTHERS,-27,3
OTHERS,-19,13
"1001-5000",2389,29
"1001-5000",2405,36
"1001-5000",2408,33
"1001-5000",2416,32
"1001-5000",2428,29
"1001-5000",2480,35
"1001-5000",2486,22
"1001-5000",2492,34
"1001-5000",2494,35
"1001-5000",2503,26
"1001-5000",2513,27
"1001-5000",2528,22
"1001-5000",2531,24
"1001-5000",2541,16
"1001-5000",2598,22
"1001-5000",2604,29
"1001-5000",2609,19
"1001-5000",2610,28
"1001-5000",2618,20
"1001-5000",2626,13
"1001-5000",2639,21
"1001-5000",2650,22
"1001-5000",2658,19
"1001-5000",2671,23
"1001-5000",2685,19
"1001-5000",2704,21
"1001-5000",2708,16
"1001-5000",2710,27
"1001-5000",2729,15
"1001-5000",2735,18
"1001-5000",2738,13
"1001-5000",2785,21
"1001-5000",2790,16
"1001-5000",2792,24
"1001-5000",2807,16
"1001-5000",2810,19
"1001-5000",2817,20
"1001-5000",2820,27
"1001-5000",2850,22
"1001-5000",2851,10
"1001-5000",2864,9
"1001-5000",2871,17
"1001-5000",2880,7
"1001-5000",2883,17
"1001-5000",2894,13
"1001-5000",2919,19
"1001-5000",2956,13
"1001-5000",2968,12
"1001-5000",2974,18
"1001-5000",2975,9
"1001-5000",2977,9
"1001-5000",2981,17
"1001-5000",3011,11
"1001-5000",3015,21
"1001-5000",3028,12
"1001-5000",3033,13
"1001-5000",3047,8
"1001-5000",3054,10
"1001-5000",3057,7
"1001-5000",3065,10
"1001-5000",3068,6
"1001-5000",3070,14
"1001-5000",3072,11
"1001-5000",3086,12
"1001-5000",3096,6
"1001-5000",3110,11
"1001-5000",3114,12
"1001-5000",3119,12
"1001-5000",3121,6
"1001-5000",3122,8
"1001-5000",3123,9
"1001-5000",3130,12
"1001-5000",3138,10
"1001-5000",3158,9
